"holder_id","household_id","ea_id","rural","pw","individual_id","saq01","saq02","saq03","saq04","saq05","saq06","ls_saq07","ls_s1q00","ls_s1q02","ls_s1q03","ls_s1q04","ls_s1q05"
"0102010020710701","01020100207107","01020100207",1,2697.60473632813,"0102010020710706",1,2,1,2,7,107,1,6,8,1,4,
"0102010020710701","01020100207107","01020100207",1,2697.60473632813,"0102010020710707",1,2,1,2,7,107,1,7,6,1,4,
"0102010020712201","01020100207122","01020100207",1,2697.60473632813,"0102010020712201",1,2,1,2,7,122,1,1,35,1,3,"X"
"0102010020712201","01020100207122","01020100207",1,2697.60473632813,"0102010020712202",1,2,1,2,7,122,1,2,20,2,4,
"0102010020712201","01020100207122","01020100207",1,2697.60473632813,"0102010020712203",1,2,1,2,7,122,1,3,1,1,4,
"0102010020712201","01020100207122","01020100207",1,2697.60473632813,"0102010020712204",1,2,1,2,7,122,1,4,10,2,4,
"0102010020713701","01020100207137","01020100207",1,2697.60473632813,"0102010020713701",1,2,1,2,7,137,1,1,26,1,3,"X"
"0102010020713701","01020100207137","01020100207",1,2697.60473632813,"0102010020713702",1,2,1,2,7,137,1,2,18,2,4,
"0102010020713701","01020100207137","01020100207",1,2697.60473632813,"0102010020713703",1,2,1,2,7,137,1,3,3,2,4,
"0102010020713701","01020100207137","01020100207",1,2697.60473632813,"0102010020713704",1,2,1,2,7,137,1,4,1,2,4,
"0102020080200201","01020200802002","01020200802",1,3456.86206054688,"0102020080200201",1,2,2,8,2,2,1,1,71,2,3,"X"
"0102020080201701","01020200802017","01020200802",1,3456.86206054688,"0102020080201701",1,2,2,8,2,17,1,1,35,1,3,"X"
"0102020080201701","01020200802017","01020200802",1,3456.86206054688,"0102020080201702",1,2,2,8,2,17,1,2,25,2,4,
"0102020080201701","01020200802017","01020200802",1,3456.86206054688,"0102020080201703",1,2,2,8,2,17,1,3,12,1,4,
"0102020080201701","01020200802017","01020200802",1,3456.86206054688,"0102020080201704",1,2,2,8,2,17,1,4,47,1,4,
"0102020080201701","01020200802017","01020200802",1,3456.86206054688,"0102020080201705",1,2,2,8,2,17,1,5,18,1,4,
"0102020080202801","01020200802028","01020200802",1,3456.86206054688,"0102020080202801",1,2,2,8,2,28,1,1,74,1,3,"X"
"0102020080202801","01020200802028","01020200802",1,3456.86206054688,"0102020080202802",1,2,2,8,2,28,1,2,52,2,4,
"0102020080202801","01020200802028","01020200802",1,3456.86206054688,"0102020080202803",1,2,2,8,2,28,1,3,27,1,4,
"0102020080203301","01020200802033","01020200802",1,3456.86206054688,"0102020080203301",1,2,2,8,2,33,1,1,31,1,3,"X"
"0102020080203301","01020200802033","01020200802",1,3456.86206054688,"0102020080203302",1,2,2,8,2,33,1,2,27,2,4,
"0102020080203301","01020200802033","01020200802",1,3456.86206054688,"0102020080203303",1,2,2,8,2,33,1,3,6,2,4,
"0102020080203301","01020200802033","01020200802",1,3456.86206054688,"0102020080203304",1,2,2,8,2,33,1,4,3,1,4,
"0102020080203301","01020200802033","01020200802",1,3456.86206054688,"0102020080203305",1,2,2,8,2,33,1,5,9,1,4,
"0102020080204801","01020200802048","01020200802",1,3456.86206054688,"0102020080204801",1,2,2,8,2,48,1,1,32,1,3,"X"
"0102020080204801","01020200802048","01020200802",1,3456.86206054688,"0102020080204802",1,2,2,8,2,48,1,2,24,2,4,
"0102020080204801","01020200802048","01020200802",1,3456.86206054688,"0102020080204803",1,2,2,8,2,48,1,3,39,2,4,
"0102020080204801","01020200802048","01020200802",1,3456.86206054688,"0102020080204804",1,2,2,8,2,48,1,4,18,1,4,
"0102020080206301","01020200802063","01020200802",1,3456.86206054688,"0102020080206301",1,2,2,8,2,63,1,1,41,2,3,"X"
"0102020080206301","01020200802063","01020200802",1,3456.86206054688,"0102020080206302",1,2,2,8,2,63,1,2,23,1,4,
"0102020080206301","01020200802063","01020200802",1,3456.86206054688,"0102020080206303",1,2,2,8,2,63,1,3,17,1,4,
"0102020080206301","01020200802063","01020200802",1,3456.86206054688,"0102020080206304",1,2,2,8,2,63,1,4,14,1,4,
"0102020080206301","01020200802063","01020200802",1,3456.86206054688,"0102020080206305",1,2,2,8,2,63,1,5,10,1,4,
"0102020080206301","01020200802063","01020200802",1,3456.86206054688,"0102020080206306",1,2,2,8,2,63,1,6,5,1,4,
"0102020080207801","01020200802078","01020200802",1,3456.86206054688,"0102020080207801",1,2,2,8,2,78,1,1,50,1,3,"X"
"0102020080207801","01020200802078","01020200802",1,3456.86206054688,"0102020080207802",1,2,2,8,2,78,1,2,40,2,4,
"0102020080207801","01020200802078","01020200802",1,3456.86206054688,"0102020080207803",1,2,2,8,2,78,1,3,20,1,4,
"0102020080207801","01020200802078","01020200802",1,3456.86206054688,"0102020080207804",1,2,2,8,2,78,1,4,16,2,4,
"0102020080207801","01020200802078","01020200802",1,3456.86206054688,"0102020080207805",1,2,2,8,2,78,1,5,12,1,4,
"0102020080207801","01020200802078","01020200802",1,3456.86206054688,"0102020080207806",1,2,2,8,2,78,1,6,7,1,4,
"0102020080207801","01020200802078","01020200802",1,3456.86206054688,"0102020080207807",1,2,2,8,2,78,1,7,7,1,4,
"0102020080210801","01020200802108","01020200802",1,3456.86206054688,"0102020080210801",1,2,2,8,2,108,1,1,66,1,3,"X"
"0102020080210801","01020200802108","01020200802",1,3456.86206054688,"0102020080210802",1,2,2,8,2,108,1,2,51,2,4,
"0102020080210801","01020200802108","01020200802",1,3456.86206054688,"0102020080210803",1,2,2,8,2,108,1,3,17,1,4,
"0102020080212401","01020200802124","01020200802",1,3456.86206054688,"0102020080212401",1,2,2,8,2,124,1,1,46,1,3,"X"
"0102020080212401","01020200802124","01020200802",1,3456.86206054688,"0102020080212402",1,2,2,8,2,124,1,2,36,2,4,
"0102020080212401","01020200802124","01020200802",1,3456.86206054688,"0102020080212403",1,2,2,8,2,124,1,3,16,2,4,
"0102020080212401","01020200802124","01020200802",1,3456.86206054688,"0102020080212404",1,2,2,8,2,124,1,4,13,1,4,
"0102020080212401","01020200802124","01020200802",1,3456.86206054688,"0102020080212405",1,2,2,8,2,124,1,5,10,2,4,
"0102020080212401","01020200802124","01020200802",1,3456.86206054688,"0102020080212406",1,2,2,8,2,124,1,6,7,2,4,
"0102020080212401","01020200802124","01020200802",1,3456.86206054688,"0102020080212407",1,2,2,8,2,124,1,7,3,1,4,
"0102020080212401","01020200802124","01020200802",1,3456.86206054688,"0102020080212408",1,2,2,8,2,124,1,8,3,1,4,
"0102030100100201","01020301001002","01020301001",1,3416.8232421875,"0102030100100201",1,2,3,10,1,2,1,1,50,1,3,"X"
"0102030100100201","01020301001002","01020301001",1,3416.8232421875,"0102030100100202",1,2,3,10,1,2,1,2,46,2,4,
"0102030100100201","01020301001002","01020301001",1,3416.8232421875,"0102030100100203",1,2,3,10,1,2,1,3,21,2,4,
"0102030100100201","01020301001002","01020301001",1,3416.8232421875,"0102030100100204",1,2,3,10,1,2,1,4,18,2,4,
"0102030100100201","01020301001002","01020301001",1,3416.8232421875,"0102030100100205",1,2,3,10,1,2,1,5,15,2,4,
"0102030100100201","01020301001002","01020301001",1,3416.8232421875,"0102030100100206",1,2,3,10,1,2,1,6,12,1,4,
"0102030100100201","01020301001002","01020301001",1,3416.8232421875,"0102030100100207",1,2,3,10,1,2,1,7,9,2,4,
"0102030100100201","01020301001002","01020301001",1,3416.8232421875,"0102030100100208",1,2,3,10,1,2,1,8,5,1,4,
"0102030100101701","01020301001017","01020301001",1,3416.8232421875,"0102030100101701",1,2,3,10,1,17,1,1,39,2,3,"X"
"0102030100101701","01020301001017","01020301001",1,3416.8232421875,"0102030100101702",1,2,3,10,1,17,1,2,14,1,4,
"0102030100103201","01020301001032","01020301001",1,3416.8232421875,"0102030100103201",1,2,3,10,1,32,1,1,65,2,1,"X"
"0102030100103201","01020301001032","01020301001",1,3416.8232421875,"0102030100103202",1,2,3,10,1,32,1,2,22,2,4,
"0102030100104701","01020301001047","01020301001",1,3416.8232421875,"0102030100104701",1,2,3,10,1,47,1,1,44,1,3,"X"
"0102030100104701","01020301001047","01020301001",1,3416.8232421875,"0102030100104702",1,2,3,10,1,47,1,2,40,2,4,
"0102030100104701","01020301001047","01020301001",1,3416.8232421875,"0102030100104703",1,2,3,10,1,47,1,3,18,2,4,
"0102030100104701","01020301001047","01020301001",1,3416.8232421875,"0102030100104704",1,2,3,10,1,47,1,4,9,1,4,
"0102030100104701","01020301001047","01020301001",1,3416.8232421875,"0102030100104705",1,2,3,10,1,47,1,5,7,1,4,
"0102030100104701","01020301001047","01020301001",1,3416.8232421875,"0102030100104706",1,2,3,10,1,47,1,6,1,1,4,
"0102030100106201","01020301001062","01020301001",1,3416.8232421875,"0102030100106201",1,2,3,10,1,62,1,1,56,1,3,"X"
"0102030100106201","01020301001062","01020301001",1,3416.8232421875,"0102030100106202",1,2,3,10,1,62,1,2,45,2,4,
"0102030100106201","01020301001062","01020301001",1,3416.8232421875,"0102030100106203",1,2,3,10,1,62,1,3,31,1,4,
"0102030100106201","01020301001062","01020301001",1,3416.8232421875,"0102030100106204",1,2,3,10,1,62,1,4,28,1,4,
"0102030100106201","01020301001062","01020301001",1,3416.8232421875,"0102030100106205",1,2,3,10,1,62,1,5,25,1,4,
"0102030100106201","01020301001062","01020301001",1,3416.8232421875,"0102030100106206",1,2,3,10,1,62,1,6,22,2,4,
"0102030100106201","01020301001062","01020301001",1,3416.8232421875,"0102030100106207",1,2,3,10,1,62,1,7,19,2,4,
"0102030100106201","01020301001062","01020301001",1,3416.8232421875,"0102030100106208",1,2,3,10,1,62,1,8,16,1,4,
"0102030100106201","01020301001062","01020301001",1,3416.8232421875,"0102030100106209",1,2,3,10,1,62,1,9,13,1,4,
"0102030100106201","01020301001062","01020301001",1,3416.8232421875,"0102030100106210",1,2,3,10,1,62,1,10,6,2,4,
"0102030100108001","01020301001080","01020301001",1,3416.8232421875,"0102030100108001",1,2,3,10,1,80,1,1,28,2,3,"X"
"0102030100108001","01020301001080","01020301001",1,3416.8232421875,"0102030100108002",1,2,3,10,1,80,1,2,9,2,4,
"0102030100108001","01020301001080","01020301001",1,3416.8232421875,"0102030100108003",1,2,3,10,1,80,1,3,6,2,4,
"0102030100108001","01020301001080","01020301001",1,3416.8232421875,"0102030100108004",1,2,3,10,1,80,1,4,4,2,4,
"0102030100111101","01020301001111","01020301001",1,3416.8232421875,"0102030100111101",1,2,3,10,1,111,1,1,58,1,3,"X"
"0102030100111101","01020301001111","01020301001",1,3416.8232421875,"0102030100111102",1,2,3,10,1,111,1,2,49,2,4,
"0102030100111101","01020301001111","01020301001",1,3416.8232421875,"0102030100111103",1,2,3,10,1,111,1,3,23,1,4,
"0102030100111101","01020301001111","01020301001",1,3416.8232421875,"0102030100111104",1,2,3,10,1,111,1,4,18,2,4,
"0102030100111101","01020301001111","01020301001",1,3416.8232421875,"0102030100111105",1,2,3,10,1,111,1,5,15,1,4,
"0102030100111101","01020301001111","01020301001",1,3416.8232421875,"0102030100111106",1,2,3,10,1,111,1,6,10,1,4,
"0102030100111101","01020301001111","01020301001",1,3416.8232421875,"0102030100111107",1,2,3,10,1,111,1,7,5,1,4,
"0102030100112801","01020301001128","01020301001",1,3416.8232421875,"0102030100112801",1,2,3,10,1,128,1,1,42,1,3,"X"
"0102030100112801","01020301001128","01020301001",1,3416.8232421875,"0102030100112802",1,2,3,10,1,128,1,2,32,2,4,
"0102030100112801","01020301001128","01020301001",1,3416.8232421875,"0102030100112803",1,2,3,10,1,128,1,3,16,1,4,
"0102030100112801","01020301001128","01020301001",1,3416.8232421875,"0102030100112804",1,2,3,10,1,128,1,4,13,1,4,
"0102030100112801","01020301001128","01020301001",1,3416.8232421875,"0102030100112805",1,2,3,10,1,128,1,5,10,1,4,
"0102030100112801","01020301001128","01020301001",1,3416.8232421875,"0102030100112806",1,2,3,10,1,128,1,6,7,1,4,
"0102030100112801","01020301001128","01020301001",1,3416.8232421875,"0102030100112807",1,2,3,10,1,128,1,7,3,1,4,
"0102030100114501","01020301001145","01020301001",1,3416.8232421875,"0102030100114501",1,2,3,10,1,145,1,1,50,1,3,"X"
"0102030100114501","01020301001145","01020301001",1,3416.8232421875,"0102030100114502",1,2,3,10,1,145,1,2,45,2,4,
"0102030100114501","01020301001145","01020301001",1,3416.8232421875,"0102030100114503",1,2,3,10,1,145,1,3,26,1,4,
"0102030100114501","01020301001145","01020301001",1,3416.8232421875,"0102030100114504",1,2,3,10,1,145,1,4,23,2,4,
"0102030100114501","01020301001145","01020301001",1,3416.8232421875,"0102030100114505",1,2,3,10,1,145,1,5,20,1,4,
"0102030100114501","01020301001145","01020301001",1,3416.8232421875,"0102030100114506",1,2,3,10,1,145,1,6,17,2,4,
"0102030100114501","01020301001145","01020301001",1,3416.8232421875,"0102030100114507",1,2,3,10,1,145,1,7,14,2,4,
"0102030100114501","01020301001145","01020301001",1,3416.8232421875,"0102030100114508",1,2,3,10,1,145,1,8,11,1,4,
"0102030100114501","01020301001145","01020301001",1,3416.8232421875,"0102030100114509",1,2,3,10,1,145,1,9,8,1,4,
"0102030100114501","01020301001145","01020301001",1,3416.8232421875,"0102030100114510",1,2,3,10,1,145,1,10,5,2,4,
"0102040170201801","01020401702018","01020401702",1,4736.44140625,"0102040170201801",1,2,4,17,2,18,1,1,50,1,3,"X"
"0102040170201801","01020401702018","01020401702",1,4736.44140625,"0102040170201802",1,2,4,17,2,18,1,2,39,2,4,
"0102040170201801","01020401702018","01020401702",1,4736.44140625,"0102040170201803",1,2,4,17,2,18,1,3,55,2,4,
"0102040170201801","01020401702018","01020401702",1,4736.44140625,"0102040170201804",1,2,4,17,2,18,1,4,16,1,4,
"0102040170201801","01020401702018","01020401702",1,4736.44140625,"0102040170201805",1,2,4,17,2,18,1,5,15,1,4,
"0102040170201801","01020401702018","01020401702",1,4736.44140625,"0102040170201806",1,2,4,17,2,18,1,6,11,1,4,
"0102040170201801","01020401702018","01020401702",1,4736.44140625,"0102040170201807",1,2,4,17,2,18,1,7,8,2,4,
"0102040170201801","01020401702018","01020401702",1,4736.44140625,"0102040170201808",1,2,4,17,2,18,1,8,4,2,4,
"0102040170203301","01020401702033","01020401702",1,4736.44140625,"0102040170203301",1,2,4,17,2,33,1,1,56,1,3,"X"
"0102040170203301","01020401702033","01020401702",1,4736.44140625,"0102040170203302",1,2,4,17,2,33,1,2,30,2,4,
"0102040170203301","01020401702033","01020401702",1,4736.44140625,"0102040170203303",1,2,4,17,2,33,1,3,23,2,4,
"0102040170203301","01020401702033","01020401702",1,4736.44140625,"0102040170203304",1,2,4,17,2,33,1,4,20,1,4,
"0102040170203301","01020401702033","01020401702",1,4736.44140625,"0102040170203305",1,2,4,17,2,33,1,5,13,2,4,
"0102040170203301","01020401702033","01020401702",1,4736.44140625,"0102040170203306",1,2,4,17,2,33,1,6,5,1,4,
"0102040170203301","01020401702033","01020401702",1,4736.44140625,"0102040170203307",1,2,4,17,2,33,1,7,16,1,4,
"0102040170203301","01020401702033","01020401702",1,4736.44140625,"0102040170203308",1,2,4,17,2,33,1,8,9,1,4,
"0102040170213801","01020401702138","01020401702",1,4736.44140625,"0102040170213801",1,2,4,17,2,138,1,1,66,1,3,"X"
"0102040170213801","01020401702138","01020401702",1,4736.44140625,"0102040170213802",1,2,4,17,2,138,1,2,59,2,4,
"0102040170213801","01020401702138","01020401702",1,4736.44140625,"0102040170213803",1,2,4,17,2,138,1,3,26,2,4,
"0102040170213801","01020401702138","01020401702",1,4736.44140625,"0102040170213804",1,2,4,17,2,138,1,4,21,1,4,
"0102040170213801","01020401702138","01020401702",1,4736.44140625,"0102040170213805",1,2,4,17,2,138,1,5,18,2,4,
"0102060130101801","01020601301018","01020601301",1,3223.05908203125,"0102060130101801",1,2,6,13,1,18,1,1,75,1,3,"X"
"0102060130101801","01020601301018","01020601301",1,3223.05908203125,"0102060130101802",1,2,6,13,1,18,1,2,70,2,4,
"0102060130101801","01020601301018","01020601301",1,3223.05908203125,"0102060130101803",1,2,6,13,1,18,1,3,13,2,4,
"0102060130103301","01020601301033","01020601301",1,3223.05908203125,"0102060130103301",1,2,6,13,1,33,1,1,61,1,3,"X"
"0102060130103301","01020601301033","01020601301",1,3223.05908203125,"0102060130103302",1,2,6,13,1,33,1,2,50,2,4,
"0102060130103301","01020601301033","01020601301",1,3223.05908203125,"0102060130103303",1,2,6,13,1,33,1,3,9,1,4,
"0102060130103301","01020601301033","01020601301",1,3223.05908203125,"0102060130103304",1,2,6,13,1,33,1,4,12,2,4,
"0102060130103301","01020601301033","01020601301",1,3223.05908203125,"0102060130103305",1,2,6,13,1,33,1,5,18,2,4,
"0102060130109701","01020601301097","01020601301",1,3223.05908203125,"0102060130109701",1,2,6,13,1,97,1,1,77,1,3,"X"
"0102060130109701","01020601301097","01020601301",1,3223.05908203125,"0102060130109702",1,2,6,13,1,97,1,2,60,2,4,
"0102070010102701","01020700101027","01020700101",0,1273.43322753906,"0102070010102701",1,2,7,1,1,27,1,1,37,2,1,"X"
"0102070010102701","01020700101027","01020700101",0,1273.43322753906,"0102070010102702",1,2,7,1,1,27,1,2,12,1,4,
"0102070010102701","01020700101027","01020700101",0,1273.43322753906,"0102070010102703",1,2,7,1,1,27,1,3,10,2,4,
"0102070010102701","01020700101027","01020700101",0,1273.43322753906,"0102070010102704",1,2,7,1,1,27,1,4,9,1,4,
"0102070010102701","01020700101027","01020700101",0,1273.43322753906,"0102070010102705",1,2,7,1,1,27,1,5,6,2,4,
"0102070010102701","01020700101027","01020700101",0,1273.43322753906,"0102070010102706",1,2,7,1,1,27,1,6,4,2,4,
"0102070010105701","01020700101057","01020700101",0,1273.43322753906,"0102070010105701",1,2,7,1,1,57,1,1,30,1,2,"X"
"0102070010105701","01020700101057","01020700101",0,1273.43322753906,"0102070010105702",1,2,7,1,1,57,1,2,29,2,4,
"0102070010105701","01020700101057","01020700101",0,1273.43322753906,"0102070010105703",1,2,7,1,1,57,1,3,1,1,4,
"0102070010111701","01020700101117","01020700101",0,1273.43322753906,"0102070010111701",1,2,7,1,1,117,1,1,37,1,1,"X"
"0102070010111701","01020700101117","01020700101",0,1273.43322753906,"0102070010111702",1,2,7,1,1,117,1,2,28,2,4,
"0102070010111701","01020700101117","01020700101",0,1273.43322753906,"0102070010111703",1,2,7,1,1,117,1,3,6,1,4,
"0102070010123701","01020700101237","01020700101",0,1273.43322753906,"0102070010123701",1,2,7,1,1,237,1,1,56,2,3,"X"
"0102070010123701","01020700101237","01020700101",0,1273.43322753906,"0102070010123702",1,2,7,1,1,237,1,2,13,2,4,
"0102070010129701","01020700101297","01020700101",0,1273.43322753906,"0102070010129701",1,2,7,1,1,297,1,1,42,1,2,"X"
"0102070010129701","01020700101297","01020700101",0,1273.43322753906,"0102070010129702",1,2,7,1,1,297,1,2,31,2,4,
"0102070010129701","01020700101297","01020700101",0,1273.43322753906,"0102070010129703",1,2,7,1,1,297,1,3,10,1,4,
"0102070010129701","01020700101297","01020700101",0,1273.43322753906,"0102070010129704",1,2,7,1,1,297,1,4,8,2,4,
"0102070010135701","01020700101357","01020700101",0,1273.43322753906,"0102070010135701",1,2,7,1,1,357,1,1,35,2,3,"X"
"0102070010135701","01020700101357","01020700101",0,1273.43322753906,"0102070010135702",1,2,7,1,1,357,1,2,16,2,4,
"0102070010135701","01020700101357","01020700101",0,1273.43322753906,"0102070010135703",1,2,7,1,1,357,1,3,10,2,4,
"0102070010135701","01020700101357","01020700101",0,1273.43322753906,"0102070010135704",1,2,7,1,1,357,1,4,3,2,4,
"0102080060300401","01020800603004","01020800603",1,2945.6552734375,"0102080060300401",1,2,8,6,3,4,1,1,75,1,3,"X"
"0102080060300401","01020800603004","01020800603",1,2945.6552734375,"0102080060300402",1,2,8,6,3,4,1,2,57,2,4,
"0102080060300401","01020800603004","01020800603",1,2945.6552734375,"0102080060300403",1,2,8,6,3,4,1,3,30,1,4,
"0102080060300401","01020800603004","01020800603",1,2945.6552734375,"0102080060300404",1,2,8,6,3,4,1,4,20,1,4,
"0102080060300401","01020800603004","01020800603",1,2945.6552734375,"0102080060300405",1,2,8,6,3,4,1,5,17,2,4,
"0102080060300401","01020800603004","01020800603",1,2945.6552734375,"0102080060300406",1,2,8,6,3,4,1,6,14,1,4,
"0102080060301901","01020800603019","01020800603",1,2945.6552734375,"0102080060301901",1,2,8,6,3,19,1,1,50,2,3,"X"
"0102080060301901","01020800603019","01020800603",1,2945.6552734375,"0102080060301902",1,2,8,6,3,19,1,2,22,2,4,
"0102080060301901","01020800603019","01020800603",1,2945.6552734375,"0102080060301903",1,2,8,6,3,19,1,3,18,1,4,
"0102080060301901","01020800603019","01020800603",1,2945.6552734375,"0102080060301904",1,2,8,6,3,19,1,4,2,1,4,
"0102080060302901","01020800603029","01020800603",1,2945.6552734375,"0102080060302901",1,2,8,6,3,29,1,1,34,1,3,"X"
"0102080060302901","01020800603029","01020800603",1,2945.6552734375,"0102080060302902",1,2,8,6,3,29,1,2,26,2,4,
"0102080060302901","01020800603029","01020800603",1,2945.6552734375,"0102080060302903",1,2,8,6,3,29,1,3,8,1,4,
"0102080060302901","01020800603029","01020800603",1,2945.6552734375,"0102080060302904",1,2,8,6,3,29,1,4,6,2,4,
"0102080060302901","01020800603029","01020800603",1,2945.6552734375,"0102080060302905",1,2,8,6,3,29,1,5,4,1,4,
"0102080060302901","01020800603029","01020800603",1,2945.6552734375,"0102080060302906",1,2,8,6,3,29,1,6,2,1,4,
"0102080060303401","01020800603034","01020800603",1,2945.6552734375,"0102080060303401",1,2,8,6,3,34,1,1,39,1,3,"X"
"0102080060303401","01020800603034","01020800603",1,2945.6552734375,"0102080060303402",1,2,8,6,3,34,1,2,25,2,4,
"0102080060303401","01020800603034","01020800603",1,2945.6552734375,"0102080060303403",1,2,8,6,3,34,1,3,10,2,4,
