"ea_id","rural","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs4q01","cs4q02_1","cs4q02_2","cs4q03","cs4q04_1","cs4q04_2","cs4q04_3","cs4q04_4","cs4q04_5","cs4q04_6","cs4q04_7","cs4q04_8","cs4q04_9","cs4q04_10","cs4q04_11","cs4q04_12","cs4q05_1","cs4q05_2","cs4q05_3","cs4q05_4","cs4q05_5","cs4q05_6","cs4q05_7","cs4q05_8","cs4q05_9","cs4q05_10","cs4q05_11","cs4q05_12","cs4q06_1","cs4q06_2","cs4q07_a","cs4q07_b","cs4q08","cs4q09_1","cs4q09_2","cs4q10","cs4q11","cs4q12_a","cs4q12_b1","cs4q12_b2","cs4q13_1","cs4q13_2","cs4q14","cs4q15_1","cs4q15_2","cs4q16","cs4q17_1","cs4q17_2","cs4q18","cs4q19","cs4q20_1","cs4q20_2","cs4q21","cs4q22","cs4q23_1","cs4q23_2","cs4q24","cs4q25","cs4q26","cs4q27","cs4q28","cs4q29","cs4q30_1","cs4q30_2","cs4q31","cs4q32_1","cs4q32_2","cs4q33","cs4q34","cs4q35","cs4q36","cs4q37","cs4q38","cs4q39_1","cs4q39_2","cs4q40","cs4q41","cs4q42_1","cs4q42_2","cs4q43","cs4q44_a","cs4q44_b","cs4q44_c","cs4q44_d","cs4q44_e","cs4q44_f","cs4q45","cs4q46_1","cs4q46_2","cs4q47","cs4q48_1","cs4q48_2","cs4q49","cs4q50","cs4q51"
"01030501202",1,1,3,5,8,88,12,2,4,7,,1,1,2,3,4,5,6,7,8,9,10,11,12,0,,,,,,,,,,,,7,,30,1,2,7,,10,2,"ADIGERATE",42,,22,,1,,,2,7,,5,0,0,,1,2,7,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,7,,1,2,,,2,,,,,,,2,7,,2,7,,2,,
"01030600608",1,1,3,6,8,88,6,8,4,9,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,9,,10,2,2,9,,5,2,"WEKERO",9,,5,,2,9,,1,,,12,0,0,,1,2,9,,1,0,0,0,0,2,9,,1,,,1,1,2,2,,,9,,1,1,0,,2,,,,,,,2,9,,2,9,,2,,
"01030700116",0,1,3,7,1,0,1,16,4,25,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,12,2,1,,,,2,"MSRAKAWI",97,,36,,1,,,1,,,2,2,0,,1,1,0,0,1,0,0,0,0,1,,,1,,,3,1,1,1,1,1,,,1,2,,,1,1,1,1,1,2,2,1,,,1,,,1,300,5000
"01030700709",1,1,3,7,8,88,7,9,2,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,4,2,2,35,,5,2,"MKELE",72,,26,,2,5,,2,5,,9,0,4,,1,2,5,,1,0,0,0,0,2,5,,2,5,,1,2,1,2,,,42,,1,2,,,2,,,,,,,2,5,,2,5,,2,,
"01040101204",1,1,4,1,8,88,12,4,4,0,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,12,,10,2,2,12,,5,2,"MKELE",69,,30,,2,12,,2,12,,7,0,0,,1,2,12,,1,0,0,0,0,2,12,,1,,,1,1,2,2,,,,,1,2,,,2,,,,,,,2,12,,2,12,,2,,
"01040300109",0,1,4,3,1,0,1,9,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,12,2,1,,,,2,"MQELA",40,,12,,1,,,1,,,2,1,0,,1,1,0,,1,0,0,0,0,1,,,1,,,1,1,1,1,1,1,,,1,1,0,,1,1,1,1,1,1,1,1,,,1,,,1,12,1600
"01040300404",1,1,4,3,8,88,4,4,2,20,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,5,3,2,20,,10,2,"MEKELE",60,,22,,1,,,1,,,11,0,0,,2,1,0,0,2,0,0,0,0,2,20,,1,,,1,1,2,2,,,20,,1,2,,,2,,,,,,,2,20,,2,20,,2,,
"01040400103",1,1,4,4,8,88,1,3,4,40,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,8,,1,3,2,40,,20,2,"MAYCHEW",75,3,0,,2,8,,2,8,,3,0,0,0,1,2,8,,1,0,0,0,0,2,8,,2,8,,1,1,1,2,,,8,,1,2,,,2,,,,,,,2,40,,2,8,,2,,
"01040500701",1,1,4,5,8,88,7,1,4,41,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,8,,1,3,2,42,,20,2,"MADEBRU",42,,20,,1,,,1,,,4,0,0,,1,2,9,,1,0,0,0,0,2,9,,2,9,,1,1,1,2,,,9,,1,2,,,2,,,,,,,2,42,,2,9,,2,,
"01040600803",1,1,4,6,8,88,8,3,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,5,2,2,22,,10,2,"MAYECHEW",40,,21,,1,,,1,,,2,35,3,,1,1,22,,1,0,0,0,0,1,,,1,,,1,1,1,1,1,1,,,1,1,0,,2,,,,,,,2,22,,1,,,1,300,3500
"01040800402",1,1,4,8,8,88,4,2,3,13,5,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,13,5,10,2,2,13,5,10,2,"MYCHEWE",55,,23,,2,13,5,2,13,5,7,0,0,0,1,2,13,5,1,0,0,0,0,1,,,1,,,1,1,2,2,,,13,5,1,2,,,2,,,,,,,2,13,5,2,13,5,2,,
"01050100105",1,1,5,1,8,88,1,5,4,18,,2,3,4,5,6,7,8,9,,,,,,3,4,5,6,7,8,9,,,,,,0,,12,3,2,28,,25,2,"HUMARA",28,,25,,2,28,,2,28,,1,1,0,,2,2,8,,2,0,0,1,0,1,,,2,6,,1,1,2,1,1,1,,,1,1,10,,2,,,,,,,2,28,,2,8,,1,2,150
"01050200201",1,1,5,2,8,88,2,1,4,7,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,3,3,2,238,,110,2,"LOME",123,,60,,2,48,,2,12,3,1,1,0,,2,2,48,,2,0,0,0,0,2,48,,2,30,,1,1,2,2,,,48,,1,2,,,2,,,,,,,2,12,3,2,48,,2,,
"01050200712",1,1,5,2,8,88,7,12,4,201,5,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,30,,4,1,2,30,,10,2,"HUMERA",246,5,65,,1,,,2,30,,10,2,0,,1,2,30,,2,0,0,0,0,2,30,,2,16,,1,1,2,1,1,1,,,1,1,0,,1,1,2,2,1,2,2,2,246,5,2,30,,2,,
"01050201503",1,1,5,2,8,88,15,3,4,87,5,2,2,8,,,,,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,14,,4,3,2,14,,10,2,"HUMORA",133,,65,,1,,,2,14,,11,0,0,,1,2,14,,2,0,0,0,0,2,14,,1,,,1,1,2,2,,,13,,1,1,0,,1,1,2,2,1,2,2,2,133,0,2,14,0,2,,
"01050301501",1,1,5,3,8,88,15,1,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,6,3,2,68,,24,2,"HUMERA",122,,45,,1,,,2,17,,1,1,0,,1,2,17,,2,0,0,0,0,2,17,,1,,,1,1,2,2,,,3,,1,1,0,,1,1,2,2,1,2,2,2,17,,2,17,,2,,
"01050302304",1,1,5,3,8,88,23,4,4,85,,2,1,2,3,4,5,6,7,8,9,10,11,12,4,5,6,7,,,,,,,,,30,,5,3,2,65,,170,2,"HUMERA",220,,101,,2,30,,2,30,,4,0,0,,2,2,30,,2,0,0,0,0,2,17,,2,17,,1,1,2,2,,,30,,1,2,,,2,,,,,,,2,145,0,2,30,,2,,
"02010200102",0,2,1,2,4,1,1,2,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,75,,4,3,2,60,,50,2,"SEMERA",70,,30,0,2,,,1,,,1,3,0,,2,1,12,,1,0,0,1,0,1,,,1,,,1,1,2,2,,,82,0,1,2,,,1,2,2,2,1,2,2,2,70,,2,,,2,,
"02010300102",1,2,1,3,8,88,1,2,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,20,,10,2,2,20,,26,2,"ASAYETA",20,,26,0,2,20,,2,20,,0,4,0,,1,2,20,,1,0,0,0,0,2,20,,1,,,1,1,2,2,,,20,,1,1,0,,2,,,,,,,2,20,,2,20,,2,,
"02010300601",1,2,1,3,8,88,6,1,1,1,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,1,3,2,1,0,0,2,"AYSEATE",1,,2,,1,,,1,,,0,8,0,,2,2,1,,1,2,0,0,0,2,1,,2,2,,1,1,2,2,,,2,,1,2,,,2,,,,,,,2,1,,2,2,6,2,,
"02010300802",1,2,1,3,8,88,8,2,3,8,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,,11,3,2,8,,8,2,"HYITA",10,,10,,2,10,,2,10,,0,10,0,,2,2,10,,1,0,0,0,0,2,10,,1,,,1,1,2,2,,,10,,1,2,,,2,,,,,,,2,10,,2,2,6,2,,
"02010400201",1,2,1,4,8,88,2,1,2,18,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,21,,11,3,1,,,,2,"ASAYTA",21,,10,,2,21,,1,,,0,18,0,,2,2,21,,1,0,0,0,0,2,3,,2,21,,1,1,2,1,1,2,3,,1,2,,,2,,,,,,,2,21,,2,28,,2,,
"02010500404",1,2,1,5,8,88,4,4,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,30,,8,1,2,25,,10,2,"SEMERA",37,,25,0,1,,,2,25,,30,0,0,,1,2,30,,1,1,2,2,2,1,,,1,,,1,1,2,2,,,37,,1,1,0,,2,,,,,,,2,37,,2,37,,1,350,800
"02010501103",1,2,1,5,8,88,11,3,3,0,,2,11,,,,,,,,,,,,12,,,,,,,,,,,,0,,1,2,2,47,,20,2,"SEMERA",47,,63,0,2,30,,1,,,0,15,1,,1,2,70,,1,0,0,1,0,2,30,,1,,,1,1,2,2,,,28,,3,2,,,2,,,,,,,2,30,,2,28,,2,,
"02010600402",1,2,1,6,8,88,4,2,1,10,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,12,,10,2,2,12,,10,2,"ASAYTA",243,,100,,2,12,,1,,,0,1,0,,1,2,12,,1,0,0,1,0,1,,,1,,,2,1,2,2,,,12,,1,1,0,,2,,,,,,,2,102,,2,12,,1,100,6000
"02030100101",0,2,3,1,1,1,1,1,3,6,,1,1,2,3,,,,,,,,,,1,2,3,,,,,,,,,,3,,3,3,2,35,,25,1,,,,,,2,3,,2,3,,4,5,0,,1,1,3,,1,0,0,0,0,2,3,,2,15,,3,2,2,2,,,3,,1,1,0,,2,,,,,,,2,54,,2,54,,2,,
"02030200102",1,2,3,2,8,88,1,2,3,63,,1,3,4,,,,,,,,,,,3,4,,,,,,,,,,,22,,1,3,2,63,,50,2,"OCT",100,,70,,1,,,2,22,,0,1,0,,1,2,22,,2,0,0,0,0,1,,,1,,,1,1,2,2,,,0,,1,1,0,,2,,,,,,,2,63,,2,63,,2,,
"02030400601",1,2,3,4,8,88,6,1,4,76,,2,5,6,7,,,,,,,,,,5,6,7,,,,,,,,,,10,,10,1,2,40,,50,2,"ADA BETOLE",26,,70,,1,,,2,40,,0,2,0,,2,2,20,,1,0,0,0,0,2,40,,2,40,,3,1,1,1,1,2,40,,1,1,0,,2,,,,,,,2,62,,2,,,2,,
"02030600601",1,2,3,6,8,88,6,1,3,70,,2,5,6,7,,,,,,,,,,5,6,7,,,,,,,,,,36,,1,3,2,20,,28,2,"GUBRARSO",70,,28,,2,12,,1,,,1,3,0,,2,2,20,,1,0,0,0,0,2,20,,2,6,,1,1,2,2,,,12,,1,1,0,,2,,,,,,,2,52,,2,,,2,,
"03010100204",1,3,1,1,8,88,2,4,4,180,,2,4,5,6,7,8,9,,,,,,,4,5,6,7,8,9,,,,,,,80,,6,3,2,170,,65,2,"GONDER",170,,120,,1,,,2,27,,4,0,0,,1,2,70,,1,0,0,0,0,1,,,1,,,1,1,2,1,2,,,,1,2,,,2,,,,,,,2,70,,2,70,,2,,
"03010400901",1,3,1,4,8,88,9,1,2,111,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,13,,3,3,2,15,,0,2,"GONDER",116,,47,,2,15,,2,11,,6,0,5,,2,2,12,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,12,,1,1,15,,2,,,,,,,2,13,,2,13,,2,,
"03010800701",1,3,1,8,8,88,7,1,4,6,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,6,,10,2,2,6,,5,2,"GENEDRE",31,,12,,1,,,2,6,,3,0,0,,1,2,6,,1,0,0,0,0,2,6,,1,,,1,1,2,1,1,2,30,,1,2,,,1,1,1,2,1,1,2,2,30,,2,6,,2,,
"03011001806",1,3,1,10,8,88,18,6,4,35,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,8,,3,3,2,35,,15,2,"S/GONDER",75,,30,80,2,8,,2,8,,6,0,0,,2,2,38,,1,0,0,0,0,2,8,,1,,,1,1,2,2,,,8,,1,2,,,2,,,,,,,2,75,,2,35,,2,,
"03011100102",0,3,1,11,8,88,1,2,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,13,3,2,32,,120,2,"GENEDRE",25,,12,,1,,,1,,,1,1,0,,2,1,0,,2,0,0,0,0,1,,,1,,,1,1,2,1,1,1,,,1,1,0,,1,2,1,2,1,2,2,2,15,,2,25,,1,200,4500
"03011200203",1,3,1,12,8,88,2,3,4,84,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,84,,20,3,2,84,,23,2,"GONDER",144,,23,,1,,,2,84,,3,0,0,,1,2,84,,1,0,0,0,0,2,84,,1,,,1,1,2,2,,,84,,1,2,,,2,,,,,,,2,84,,2,84,,2,,
"03011400816",1,3,1,14,8,88,8,16,3,75,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,2,3,2,28,,20,2,"GONEDRE",256,,110,,1,,,2,31,,10,3,0,,1,1,28,,2,0,0,0,0,1,,,1,,,1,1,2,1,1,1,,,1,1,2,,2,,,,,,,2,75,,2,28,,1,300,5000
"03011602804",1,3,1,16,8,88,28,4,4,74,,2,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,24,,3,3,2,24,,0,2,"S/GONEDRE",114,,41,,1,,,2,24,,5,0,0,,2,2,24,,1,0,0,0,0,1,,,1,,,1,1,2,2,,,24,,1,2,,,2,,,,,,,2,,,2,24,,2,,
"03012000105",0,3,1,20,1,1,1,5,4,42,,2,2,3,4,5,6,7,8,9,10,,,,1,2,3,4,5,6,7,8,9,10,11,12,42,,1,3,2,42,,30,2,"GONDER",102,,3,,1,,,2,42,,4,1,0,0,1,2,42,,1,0,0,0,0,1,,,1,,,1,1,2,1,1,1,,,1,1,0,,2,,,,,,,2,42,,2,42,,2,,
"03020100703",1,3,2,1,8,88,7,3,4,114,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,72,,4,3,2,72,,0,2,"DEBRE TABOR",183,,43,,2,30,,2,30,,6,0,0,,2,2,54,,2,0,0,0,0,2,30,,1,,,1,1,2,2,,,30,,1,2,,,2,,,,,,,2,72,,2,72,,2,,
"03020202508",1,3,2,2,8,88,25,8,1,8,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,8,,40,1,2,8,,0,2,"DEBERETABORE",65,,25,,2,8,,2,8,,6,0,0,,2,2,8,,1,0,0,0,0,2,8,,1,,,1,1,2,2,,,8,,1,2,,,2,,,,,,,2,8,,2,8,,2,,
"03020400906",1,3,2,4,8,88,9,6,1,6,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,6,,11,2,2,36,,11,2,"D/TABORE",30,,11,,2,6,,2,6,,5,0,0,,2,2,6,,1,0,0,0,0,2,6,,1,,,2,1,2,2,,,36,,1,2,,,2,,,,,,,2,36,,2,36,,2,,
"03020501907",1,3,2,5,8,88,19,7,3,5,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,8,,2,2,2,3,,5,2,"D/TABORE",75,,30,,1,,,2,3,,5,1,0,,2,1,5,,1,0,0,0,0,2,3,,1,,,1,1,2,2,,,3,,1,2,,,2,,,,,,,2,3,,1,,,2,,
"03020703703",1,3,2,7,8,88,37,3,3,130,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,30,,2,3,2,30,,35,2,"D/TABORE",110,,45,,1,,,2,30,,5,1,0,,2,2,30,,1,0,0,0,0,2,3,,1,,,1,1,2,1,1,1,,,1,1,0,,2,,,,,,,2,30,,2,2,,2,,
"03020900104",0,3,2,9,1,1,1,4,1,0,0,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,4,1,2,14,,6,2,"BAHEREDARE",35,,13,,1,,,1,,,1,4,0,,2,1,0,,1,0,0,0,0,1,,,1,,,1,1,2,1,1,1,,,1,2,,,2,,,,,,,2,15,,1,,,1,200,1800
"03020900708",1,3,2,9,8,88,7,8,3,15,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,5,,2,3,2,5,,6,2,"BAHER DARE",45,,20,,1,,,2,5,,4,0,0,,2,2,5,,1,0,0,0,0,2,5,,1,,,1,1,2,2,,,5,,1,1,0,,2,,,,,,,2,5,,2,5,,2,,
"03030100204",1,3,3,1,8,88,2,4,2,94,,1,1,,,,,,,,,,,,1,0,2,0,7,,,,,,,,42,,1,3,2,42,,25,2,"WELEDIA",276,,118,15,1,,,2,42,,8,0,0,,1,2,42,,1,0,0,0,0,2,96,,1,,,1,1,2,1,1,1,,,1,1,2,,2,,,,,,,2,98,,2,42,,1,20,10
"03030200108",0,3,3,2,2,2,1,8,1,0,,1,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,0,,11,2,2,17,,6,2,"WELDIYA",30,,15,,1,,,1,,,1,1,0,,2,2,1,,1,0,0,1,1,1,,,1,,,1,1,1,1,1,1,,,1,1,0,,2,,,,,,,2,17,,1,,,1,200,1500
"03030202104",1,3,3,2,8,88,21,4,4,45,,2,3,4,5,,,,,,,,,,5,6,10,,,,,,,,,,45,,8,2,2,45,,20,2,"WLEDIYA",55,,25,,1,,,1,,,4,7,0,,1,2,45,,2,0,0,1,0,1,,,1,,,1,1,2,1,1,1,,,1,1,0,,1,1,2,1,1,2,2,2,45,,1,,,2,,
