"household_id","ea_id","rural","pw","saq01","saq02","saq03","saq04","saq05","saq06","saq07","saq08","hh_s13q0a","hh_s13q00","hh_s13q01","hh_s13q02_a","hh_s13q02_b","hh_s13q03","hh_s13q04","hh_s13q05","hh_s13q06","hh_s13q07_a","hh_s13q07_b","hh_s13q07_c"
"01010101601064","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,64,"Inputs-for-work programme",4,2,,,,,,,,,
"01010101601064","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,64,"Other (Specify)",5,2,,,,,,,,,
"01010101601080","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,80,"PSNP",1,2,,,,,,,,,
"01010101601080","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,80,"Illness of household member",2,2,,,,,,,,,
"01010101601080","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,80,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010101601080","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,80,"Inputs-for-work programme",4,2,,,,,,,,,
"01010101601080","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,80,"Other (Specify)",5,2,,,,,,,,,
"01010101601087","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,87,"PSNP",1,2,,,,,,,,,
"01010101601087","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,87,"Illness of household member",2,2,,,,,,,,,
"01010101601087","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,87,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010101601087","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,87,"Inputs-for-work programme",4,2,,,,,,,,,
"01010101601087","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,87,"Other (Specify)",5,2,,,,,,,,,
"01010101601101","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,101,"PSNP",1,2,,,,,,,,,
"01010101601101","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,101,"Illness of household member",2,2,,,,,,,,,
"01010101601101","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,101,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010101601101","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,101,"Inputs-for-work programme",4,2,,,,,,,,,
"01010101601101","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,101,"Other (Specify)",5,2,,,,,,,,,
"01010101601116","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,116,"PSNP",1,2,,,,,,,,,
"01010101601116","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,116,"Illness of household member",2,2,,,,,,,,,
"01010101601116","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,116,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010101601116","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,116,"Inputs-for-work programme",4,2,,,,,,,,,
"01010101601116","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,116,"Other (Specify)",5,2,,,,,,,,,
"01010101601131","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,131,"PSNP",1,2,,,,,,,,,
"01010101601131","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,131,"Illness of household member",2,2,,,,,,,,,
"01010101601131","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,131,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010101601131","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,131,"Inputs-for-work programme",4,2,,,,,,,,,
"01010101601131","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,131,"Other (Specify)",5,2,,,,,,,,,
"01010101601146","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,146,"PSNP",1,2,,,,,,,,,
"01010101601146","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,146,"Illness of household member",2,2,,,,,,,,,
"01010101601146","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,146,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010101601146","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,146,"Inputs-for-work programme",4,2,,,,,,,,,
"01010101601146","01010101601",1,2236.13452148438,1,1,1,8,88,16,1,146,"Other (Specify)",5,2,,,,,,,,,
"01010101601162","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,162,"PSNP",1,2,,,,,,,,,
"01010101601162","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,162,"Illness of household member",2,2,,,,,,,,,
"01010101601162","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,162,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010101601162","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,162,"Inputs-for-work programme",4,2,,,,,,,,,
"01010101601162","01010101601",1,1887.64611816406,1,1,1,8,88,16,1,162,"Other (Specify)",5,2,,,,,,,,,
"01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,"PSNP",1,2,,,,,,,,,
"01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,"Illness of household member",2,2,,,,,,,,,
"01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403001","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,1,"Other (Specify)",5,2,,,,,,,,,
"01010201403011","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,11,"PSNP",1,1,,,3000,0,0,1,,,
"01010201403011","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,11,"Illness of household member",2,2,,,,,,,,,
"01010201403011","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,11,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403011","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,11,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403011","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,11,"Other (Specify)",5,2,,,,,,,,,
"01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,"PSNP",1,2,,,,,,,,,
"01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,"Illness of household member",2,2,,,,,,,,,
"01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403016","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,16,"Other (Specify)",5,2,,,,,,,,,
"01010201403026","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,26,"PSNP",1,2,,,,,,,,,
"01010201403026","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,26,"Illness of household member",2,2,,,,,,,,,
"01010201403026","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,26,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403026","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,26,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403026","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,26,"Other (Specify)",5,2,,,,,,,,,
"01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,"PSNP",1,2,,,,,,,,,
"01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,"Illness of household member",2,2,,,,,,,,,
"01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403031","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,31,"Other (Specify)",5,2,,,,,,,,,
"01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,"PSNP",1,2,,,,,,,,,
"01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,"Illness of household member",2,2,,,,,,,,,
"01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403036","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,36,"Other (Specify)",5,2,,,,,,,,,
"01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,"PSNP",1,2,,,,,,,,,
"01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,"Illness of household member",2,2,,,,,,,,,
"01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403046","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,46,"Other (Specify)",5,2,,,,,,,,,
"01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,"PSNP",1,2,,,,,,,,,
"01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,"Illness of household member",2,2,,,,,,,,,
"01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403061","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,61,"Other (Specify)",5,2,,,,,,,,,
"01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,"PSNP",1,2,,,,,,,,,
"01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,"Illness of household member",2,2,,,,,,,,,
"01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403091","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,91,"Other (Specify)",5,2,,,,,,,,,
"01010201403106","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,106,"PSNP",1,2,,,,,,,,,
"01010201403106","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,106,"Illness of household member",2,2,,,,,,,,,
"01010201403106","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,106,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403106","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,106,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403106","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,106,"Other (Specify)",5,2,,,,,,,,,
"01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,"PSNP",1,2,,,,,,,,,
"01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,"Illness of household member",2,2,,,,,,,,,
"01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403121","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,121,"Other (Specify)",5,2,,,,,,,,,
"01010201403136","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,136,"PSNP",1,2,,,,,,,,,
"01010201403136","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,136,"Illness of household member",2,2,,,,,,,,,
"01010201403136","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,136,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010201403136","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,136,"Inputs-for-work programme",4,2,,,,,,,,,
"01010201403136","01010201403",1,2607.7529296875,1,1,2,8,88,14,3,136,"Other (Specify)",5,2,,,,,,,,,
"01010300106004","01010300106",0,768.159851074219,1,1,3,1,1,1,6,4,"PSNP",1,2,,,,,,,,,
"01010300106004","01010300106",0,768.159851074219,1,1,3,1,1,1,6,4,"Illness of household member",2,2,,,,,,,,,
"01010300106004","01010300106",0,768.159851074219,1,1,3,1,1,1,6,4,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106004","01010300106",0,768.159851074219,1,1,3,1,1,1,6,4,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106004","01010300106",0,768.159851074219,1,1,3,1,1,1,6,4,"Other (Specify)",5,2,,,,,,,,,
"01010300106016","01010300106",0,768.159851074219,1,1,3,1,1,1,6,16,"PSNP",1,2,,,,,,,,,
"01010300106016","01010300106",0,768.159851074219,1,1,3,1,1,1,6,16,"Illness of household member",2,2,,,,,,,,,
"01010300106016","01010300106",0,768.159851074219,1,1,3,1,1,1,6,16,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106016","01010300106",0,768.159851074219,1,1,3,1,1,1,6,16,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106016","01010300106",0,768.159851074219,1,1,3,1,1,1,6,16,"Other (Specify)",5,2,,,,,,,,,
"01010300106028","01010300106",0,768.159851074219,1,1,3,1,1,1,6,28,"PSNP",1,2,,,,,,,,,
"01010300106028","01010300106",0,768.159851074219,1,1,3,1,1,1,6,28,"Illness of household member",2,2,,,,,,,,,
"01010300106028","01010300106",0,768.159851074219,1,1,3,1,1,1,6,28,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106028","01010300106",0,768.159851074219,1,1,3,1,1,1,6,28,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106028","01010300106",0,768.159851074219,1,1,3,1,1,1,6,28,"Other (Specify)",5,2,,,,,,,,,
"01010300106040","01010300106",0,768.159851074219,1,1,3,1,1,1,6,40,"PSNP",1,2,,,,,,,,,
"01010300106040","01010300106",0,768.159851074219,1,1,3,1,1,1,6,40,"Illness of household member",2,2,,,,,,,,,
"01010300106040","01010300106",0,768.159851074219,1,1,3,1,1,1,6,40,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106040","01010300106",0,768.159851074219,1,1,3,1,1,1,6,40,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106040","01010300106",0,768.159851074219,1,1,3,1,1,1,6,40,"Other (Specify)",5,2,,,,,,,,,
"01010300106052","01010300106",0,768.159851074219,1,1,3,1,1,1,6,52,"PSNP",1,2,,,,,,,,,
"01010300106052","01010300106",0,768.159851074219,1,1,3,1,1,1,6,52,"Illness of household member",2,2,,,,,,,,,
"01010300106052","01010300106",0,768.159851074219,1,1,3,1,1,1,6,52,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106052","01010300106",0,768.159851074219,1,1,3,1,1,1,6,52,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106052","01010300106",0,768.159851074219,1,1,3,1,1,1,6,52,"Other (Specify)",5,2,,,,,,,,,
"01010300106064","01010300106",0,768.159851074219,1,1,3,1,1,1,6,64,"PSNP",1,2,,,,,,,,,
"01010300106064","01010300106",0,768.159851074219,1,1,3,1,1,1,6,64,"Illness of household member",2,2,,,,,,,,,
"01010300106064","01010300106",0,768.159851074219,1,1,3,1,1,1,6,64,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106064","01010300106",0,768.159851074219,1,1,3,1,1,1,6,64,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106064","01010300106",0,768.159851074219,1,1,3,1,1,1,6,64,"Other (Specify)",5,2,,,,,,,,,
"01010300106076","01010300106",0,768.159851074219,1,1,3,1,1,1,6,76,"PSNP",1,2,,,,,,,,,
"01010300106076","01010300106",0,768.159851074219,1,1,3,1,1,1,6,76,"Illness of household member",2,2,,,,,,,,,
"01010300106076","01010300106",0,768.159851074219,1,1,3,1,1,1,6,76,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106076","01010300106",0,768.159851074219,1,1,3,1,1,1,6,76,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106076","01010300106",0,768.159851074219,1,1,3,1,1,1,6,76,"Other (Specify)",5,2,,,,,,,,,
"01010300106088","01010300106",0,768.159851074219,1,1,3,1,1,1,6,88,"PSNP",1,2,,,,,,,,,
"01010300106088","01010300106",0,768.159851074219,1,1,3,1,1,1,6,88,"Illness of household member",2,2,,,,,,,,,
"01010300106088","01010300106",0,768.159851074219,1,1,3,1,1,1,6,88,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106088","01010300106",0,768.159851074219,1,1,3,1,1,1,6,88,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106088","01010300106",0,768.159851074219,1,1,3,1,1,1,6,88,"Other (Specify)",5,2,,,,,,,,,
"01010300106100","01010300106",0,768.159851074219,1,1,3,1,1,1,6,100,"PSNP",1,2,,,,,,,,,
"01010300106100","01010300106",0,768.159851074219,1,1,3,1,1,1,6,100,"Illness of household member",2,2,,,,,,,,,
"01010300106100","01010300106",0,768.159851074219,1,1,3,1,1,1,6,100,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106100","01010300106",0,768.159851074219,1,1,3,1,1,1,6,100,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106100","01010300106",0,768.159851074219,1,1,3,1,1,1,6,100,"Other (Specify)",5,2,,,,,,,,,
"01010300106112","01010300106",0,768.159851074219,1,1,3,1,1,1,6,112,"PSNP",1,2,,,,,,,,,
"01010300106112","01010300106",0,768.159851074219,1,1,3,1,1,1,6,112,"Illness of household member",2,2,,,,,,,,,
"01010300106112","01010300106",0,768.159851074219,1,1,3,1,1,1,6,112,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106112","01010300106",0,768.159851074219,1,1,3,1,1,1,6,112,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106112","01010300106",0,768.159851074219,1,1,3,1,1,1,6,112,"Other (Specify)",5,2,,,,,,,,,
"01010300106124","01010300106",0,768.159851074219,1,1,3,1,1,1,6,124,"PSNP",1,1,,,300,96,0,1,,,
"01010300106124","01010300106",0,768.159851074219,1,1,3,1,1,1,6,124,"Illness of household member",2,2,,,,,,,,,
"01010300106124","01010300106",0,768.159851074219,1,1,3,1,1,1,6,124,"Food-for-work programme or sach-for-work prog",3,1,"ASEGIA",5,180,0,0,2,1,,
"01010300106124","01010300106",0,768.159851074219,1,1,3,1,1,1,6,124,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106124","01010300106",0,768.159851074219,1,1,3,1,1,1,6,124,"Other (Specify)",5,2,,,,,,,,,
"01010300106136","01010300106",0,768.159851074219,1,1,3,1,1,1,6,136,"PSNP",1,2,,,,,,,,,
"01010300106136","01010300106",0,768.159851074219,1,1,3,1,1,1,6,136,"Illness of household member",2,2,,,,,,,,,
"01010300106136","01010300106",0,768.159851074219,1,1,3,1,1,1,6,136,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010300106136","01010300106",0,768.159851074219,1,1,3,1,1,1,6,136,"Inputs-for-work programme",4,2,,,,,,,,,
"01010300106136","01010300106",0,768.159851074219,1,1,3,1,1,1,6,136,"Other (Specify)",5,2,,,,,,,,,
"01010301804004","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,4,"PSNP",1,2,,,,,,,,,
"01010301804004","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,4,"Illness of household member",2,2,,,,,,,,,
"01010301804004","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,4,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010301804004","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,4,"Inputs-for-work programme",4,2,,,,,,,,,
"01010301804004","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,4,"Other (Specify)",5,2,,,,,,,,,
"01010301804019","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,19,"PSNP",1,1,,,0,1600,0,2,,,
"01010301804019","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,19,"Illness of household member",2,2,,,,,,,,,
"01010301804019","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,19,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010301804019","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,19,"Inputs-for-work programme",4,2,,,,,,,,,
"01010301804019","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,19,"Other (Specify)",5,,,,,,,,,,
"01010301804034","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,34,"PSNP",1,1,,,150,0,,2,,,
"01010301804034","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,34,"Illness of household member",2,2,,,,,,,,,
"01010301804034","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,34,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010301804034","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,34,"Inputs-for-work programme",4,2,,,,,,,,,
"01010301804034","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,34,"Other (Specify)",5,,,,,,,,,,
"01010301804049","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,49,"PSNP",1,2,,,,,,,,,
"01010301804049","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,49,"Illness of household member",2,2,,,,,,,,,
"01010301804049","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,49,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010301804049","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,49,"Inputs-for-work programme",4,2,,,,,,,,,
"01010301804049","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,49,"Other (Specify)",5,,,,,,,,,,
"01010301804051","01010301804",1,764.945922851563,1,1,3,8,88,18,4,51,"PSNP",1,2,,,,,,,,,
"01010301804051","01010301804",1,764.945922851563,1,1,3,8,88,18,4,51,"Illness of household member",2,2,,,,,,,,,
"01010301804051","01010301804",1,764.945922851563,1,1,3,8,88,18,4,51,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010301804051","01010301804",1,764.945922851563,1,1,3,8,88,18,4,51,"Inputs-for-work programme",4,2,,,,,,,,,
"01010301804051","01010301804",1,764.945922851563,1,1,3,8,88,18,4,51,"Other (Specify)",5,,,,,,,,,,
"01010301804054","01010301804",1,764.945922851563,1,1,3,8,88,18,4,54,"PSNP",1,2,,,,,,,,,
"01010301804054","01010301804",1,764.945922851563,1,1,3,8,88,18,4,54,"Illness of household member",2,2,,,,,,,,,
"01010301804054","01010301804",1,764.945922851563,1,1,3,8,88,18,4,54,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010301804054","01010301804",1,764.945922851563,1,1,3,8,88,18,4,54,"Inputs-for-work programme",4,2,,,,,,,,,
"01010301804054","01010301804",1,764.945922851563,1,1,3,8,88,18,4,54,"Other (Specify)",5,,,,,,,,,,
"01010301804069","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,69,"PSNP",1,2,,,,,,,,,
"01010301804069","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,69,"Illness of household member",2,2,,,,,,,,,
"01010301804069","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,69,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010301804069","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,69,"Inputs-for-work programme",4,2,,,,,,,,,
"01010301804069","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,69,"Other (Specify)",5,,,,,,,,,,
"01010301804085","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,85,"PSNP",1,2,,,,,,,,,
"01010301804085","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,85,"Illness of household member",2,2,,,,,,,,,
"01010301804085","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,85,"Food-for-work programme or sach-for-work prog",3,2,,,,,,,,,
"01010301804085","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,85,"Inputs-for-work programme",4,2,,,,,,,,,
"01010301804085","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,85,"Other (Specify)",5,,,,,,,,,,
"01010301804100","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,100,"PSNP",1,2,,,,,,,,,
"01010301804100","01010301804",1,3901.22436523438,1,1,3,8,88,18,4,100,"Illness of household member",2,2,,,,,,,,,
