"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","crop_id","saq01","saq02","saq03","saq04","saq05","saq06","ph_saq07","crop_name","crop_code","ph_s10q01_a","ph_s10q01_b","ph_s10q01_c","ph_s10q01_d","ph_s10q01_e","ph_s10q01_f","ph_s10q01_g","ph_s10q01_h","ph_s10q01_i","ph_s10q02_a","ph_s10q02_b","ph_s10q02_c","ph_s10q02_d","ph_s10q02_e","ph_s10q02_f","ph_s10q02_g","ph_s10q02_h","ph_s10q02_i","ph_s10q02_j","ph_s10q02_k","ph_s10q02_l","ph_s10q02_m","ph_s10q02_n","ph_s10q02_o","ph_s10q02_p","ph_s10q02_q","ph_s10q02_r","ph_s10q02_s","ph_s10q02_t","ph_s10q02_u","ph_s10q02_v","ph_s10q02_w","ph_s10q02_x","ph_s10q02_y","ph_s10q02_z","ph_s10q02_ka","ph_s10q02_la","ph_s10q02_ma","ph_s10q02_na","ph_s10q02_oa","ph_s10q02_pa","ph_s10q03_a","ph_s10q03_b","ph_s10q03_c","ph_s10q03_d","ph_s10q03_e","ph_s10q03_f"
"0101010160101701","01010101601017","01010101601",1,2236.13452148438,2,1,1,1,1,1,16,1,17,1,"MILLET",3,0,,,0,,,0,,,2,1,3,12,1,1,3,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160101701","01010101601017","01010101601",1,2236.13452148438,3,1,1,1,1,1,16,1,17,1,"SORGHUM",6,0,,,0,,,0,,,1,1,4,12,2,1,4,12,2,1,2,12,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160101701","01010101601017","01010101601",1,2236.13452148438,4,1,2,1,1,1,16,1,17,1,"MILLET",3,0,,,0,,,0,,,1,2,3,12,1,2,3,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160103401","01010101601034","01010101601",1,2236.13452148438,1,2,1,1,1,1,16,1,34,1,"MAIZE",2,0,,,0,,,0,,,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160104901","01010101601049","01010101601",1,2236.13452148438,1,2,1,1,1,1,16,1,49,1,"MAIZE",2,0,,,0,,,0,,,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160106401","01010101601064","01010101601",1,2236.13452148438,1,2,1,1,1,1,16,1,64,1,"MAIZE",2,0,,,0,,,0,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160108001","01010101601080","01010101601",1,2236.13452148438,1,2,1,1,1,1,16,1,80,1,"MAIZE",2,1,0,0,0,,,0,,,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,2,1,1,1,1,16,1,101,1,"RED PEPPER",38,0,,,0,,,0,,,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,3,1,1,1,1,16,1,101,1,"MAIZE",2,0,,,0,,,0,,,1,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,4,1,1,1,1,16,1,101,1,"SORGHUM",6,0,,,0,,,0,,,1,3,3,12,1,3,4,12,1,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,5,1,1,1,1,16,1,101,1,"MILLET",3,0,,,0,,,0,,,1,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,6,2,1,1,1,16,1,101,1,"SORGHUM",6,0,,,0,,,0,,,1,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,7,1,1,1,1,16,1,101,1,"SESAME",27,0,,,0,,,0,,,1,2,3,12,1,2,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,9,2,1,1,1,16,1,101,1,"SESAME",27,0,,,0,,,0,,,1,2,3,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,1,10,2,1,1,1,16,1,101,1,"MILLET",3,0,,,0,,,0,,,1,2,2,12,1,2,1,12,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160110101","01010101601101","01010101601",1,2236.13452148438,2,1,3,1,1,1,16,1,101,1,"SESAME",27,0,,,0,,,0,,,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,1,2,1,1,1,1,16,1,116,1,"MAIZE",2,0,,,0,,,0,,,1,1,1,6,1,1,1,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,1,3,1,1,1,1,16,1,116,1,"SORGHUM",6,0,,,0,,,0,,,1,2,4,11,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,1,4,2,1,1,1,16,1,116,1,"MAIZE",2,0,,,0,,,0,,,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,2,1,1,1,1,1,16,1,116,1,"MILLET",3,0,,,0,,,0,,,1,2,4,12,1,1,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,2,2,2,1,1,1,16,1,116,1,"SORGHUM",6,0,,,0,,,0,,,1,2,4,12,1,3,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,3,1,1,1,1,1,16,1,116,1,"SESAME",27,0,,,0,,,0,,,1,2,4,12,1,3,3,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,4,1,2,1,1,1,16,1,116,1,"SESAME",27,0,,,0,,,0,,,1,2,3,12,1,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,1,2,1,1,1,1,16,1,131,1,"SORGHUM",6,0,,,0,,,0,,,1,3,3,12,1,1,2,12,1,2,1,12,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,1,3,2,1,1,1,16,1,131,1,"SORGHUM",6,0,,,0,,,0,,,1,2,2,12,1,1,1,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,2,4,1,1,1,1,16,1,131,1,"SESAME",27,0,,,0,,,0,,,1,1,4,12,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,3,1,3,1,1,1,16,1,131,1,"SORGHUM",6,0,,,0,,,0,,,2,2,3,6,1,2,1,12,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,2,1,1,1,1,16,1,146,1,"MAIZE",2,0,,,0,,,0,,,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,3,1,1,1,1,16,1,146,1,"SORGHUM",6,0,,,0,,,0,,,1,2,3,12,1,1,3,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,1,0,,0,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,4,1,1,1,1,16,1,146,1,"SESAME",27,0,,,0,,,0,,,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,5,1,1,1,1,16,1,146,1,"CINNAMON",35,0,,,0,,,0,,,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,6,2,1,1,1,16,1,146,1,"RED PEPPER",38,0,,,0,,,0,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,2,1,1,1,2,14,3,1,1,"MAIZE",2,0,,,0,,,0,,,1,1,3,10,2,1,3,10,3,1,3,8,4,1,3,8,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,3,1,1,1,2,14,3,1,1,"RED PEPPER",38,0,,,0,,,0,,,1,1,1,4,2,1,1,4,3,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,4,1,1,1,2,14,3,1,1,"TEFF",7,0,,,0,,,0,,,1,1,4,10,2,1,4,10,3,1,4,10,4,1,4,10,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,5,1,1,1,2,14,3,1,1,"MILLET",3,0,,,0,,,0,,,1,1,2,11,2,0,0,0,3,1,2,11,4,1,2,11,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,2,1,2,1,1,2,14,3,1,1,"TEFF",7,0,,,0,,,0,,,1,1,2,8,2,1,2,8,3,1,2,8,4,1,2,8,,,,,,,,,,,,,,,,,7,1,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,2,2,1,1,1,2,14,3,1,1,"CHICK PEAS",11,0,,,0,,,0,,,1,1,3,10,2,1,3,6,3,1,3,10,4,1,3,10,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,3,1,2,1,1,2,14,3,1,1,"MILLET",3,0,,,0,,,0,,,1,1,3,8,2,1,3,8,3,1,3,8,4,1,3,8,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,4,1,3,1,1,2,14,3,1,1,"TEFF",7,0,,,0,,,0,,,1,1,4,8,2,1,4,4,3,1,4,8,4,1,4,8,,,,,,,,,,,,,,,,,4,2,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,5,1,4,1,1,2,14,3,1,1,"TEFF",7,0,,,0,,,6,,7,1,1,2,10,2,1,2,10,3,1,2,10,4,1,2,10,,,,,,,,,,,,,,,,,5,1,1,1,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,6,1,5,1,1,2,14,3,1,1,"TEFF",7,0,,,0,,,0,,,1,1,1,11,2,1,1,11,3,1,1,11,4,1,1,11,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,7,1,6,1,1,2,14,3,1,1,"TEFF",7,0,,,0,,,0,,,1,1,3,10,2,1,3,8,3,1,3,8,4,1,3,10,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,7,2,2,1,1,2,14,3,1,1,"CHICK PEAS",11,0,,,0,,,0,,,1,1,2,11,2,1,2,9,3,1,2,9,4,1,2,9,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,8,1,1,1,1,2,14,3,1,1,"GESHO",75,0,,,0,,,0,,,1,2,2,2,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,9,1,3,1,1,2,14,3,1,1,"MILLET",3,0,,,0,,,0,,,1,1,3,11,2,0,0,0,3,1,3,11,4,1,3,11,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,2,1,1,1,2,14,3,11,1,"MAIZE",2,0,,,0,,,0,,,1,1,2,4,2,1,2,8,3,1,2,8,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,3,1,1,1,2,14,3,11,1,"RED PEPPER",38,0,,,0,,,0,,,1,1,2,6,2,1,2,6,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,4,1,1,1,2,14,3,11,1,"HORSE BEANS",13,0,,,0,,,0,,,1,0,0,0,2,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,6,2,1,1,2,14,3,11,1,"MAIZE",2,0,,,0,,,0,,,1,1,2,6,2,1,2,8,3,1,2,8,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,7,1,1,1,2,14,3,11,1,"LINESEED",23,0,,,0,,,0,,,1,1,1,5,2,1,1,5,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,2,1,1,1,1,2,14,3,11,1,"TEFF",7,0,,,0,,,0,,,1,0,0,0,2,1,3,10,3,1,3,10,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,2,2,1,1,1,2,14,3,11,1,"MILLET",3,0,,,0,,,0,,,1,0,0,0,2,1,3,11,3,1,3,11,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,2,1,1,1,2,14,3,16,1,"MAIZE",2,0,,,0,,,0,,,1,1,4,8,2,1,4,8,3,1,4,6,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,3,1,1,1,2,14,3,16,1,"RED PEPPER",38,0,,,0,,,0,,,1,0,0,0,2,1,3,6,3,1,3,6,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,4,1,1,1,2,14,3,16,1,"MILLET",3,0,,,0,,,0,,,1,1,3,10,2,1,3,8,3,1,3,6,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,5,1,1,1,2,14,3,16,1,"TEFF",7,0,,,0,,,0,,,1,1,3,8,2,1,3,8,3,1,3,2,0,,,,,,,,,,,,,,,,,,,,5,1,0,,0,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,2,1,2,1,1,2,14,3,16,1,"TEFF",7,0,,,0,,,0,,,1,1,3,10,2,1,3,8,3,1,3,6,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,3,1,3,1,1,2,14,3,16,1,"TEFF",7,0,,,0,,,0,,,1,1,3,11,2,1,3,8,3,1,3,4,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,3,2,2,1,1,2,14,3,16,1,"MILLET",3,0,,,0,,,0,,,1,1,4,10,2,1,4,6,3,1,4,4,0,,,,,,,,,,,,,,,,,,,,5,1,0,,0,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,2,1,1,1,2,14,3,26,1,"MAIZE",2,0,,,0,,,0,,,1,1,4,8,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,2,0,,0,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,3,1,1,1,2,14,3,26,1,"RED PEPPER",38,0,,,0,,,0,,,1,1,3,6,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,4,1,1,1,2,14,3,26,1,"TEFF",7,0,,,0,,,0,,,1,1,3,10,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,1,0,,0,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,5,1,1,1,2,14,3,26,1,"MILLET",3,0,,,0,,,0,,,1,1,3,10,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,1,2,0,,0,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,6,1,1,1,2,14,3,26,1,"HORSE BEANS",13,0,,,0,,,0,,,1,1,1,8,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,1,2,1,1,1,2,14,3,31,1,"MAIZE",2,0,,,0,,,0,,,1,1,3,10,2,1,3,8,3,1,3,8,4,1,3,8,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,1,3,1,1,1,2,14,3,31,1,"RED PEPPER",38,0,,,0,,,0,,,1,1,1,2,2,1,2,5,3,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,2,1,1,1,1,2,14,3,31,1,"TEFF",7,0,,,0,,,0,,,1,1,3,11,2,1,3,9,3,1,3,10,4,1,3,10,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,3,1,2,1,1,2,14,3,31,1,"TEFF",7,0,,,0,,,0,,,1,1,3,8,2,1,3,8,3,1,3,8,4,1,3,8,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,4,1,3,1,1,2,14,3,31,1,"TEFF",7,0,,,0,,,0,,,1,1,2,10,2,1,2,6,3,1,2,10,4,1,2,10,,,,,,,,,,,,,,,,,7,1,1,1,0,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,5,1,1,1,1,2,14,3,31,1,"MILLET",3,0,,,0,,,0,,,1,1,4,10,2,1,4,8,3,1,4,10,4,1,4,10,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,6,1,2,1,1,2,14,3,31,1,"MILLET",3,0,,,0,,,0,,,1,1,3,10,2,1,3,7,3,1,3,10,4,1,3,10,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,2,1,1,1,2,14,3,46,1,"MAIZE",2,0,,,0,,,0,,,1,1,3,8,2,1,3,3,3,1,3,8,4,1,3,8,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,3,1,1,1,2,14,3,46,1,"RED PEPPER",38,0,,,0,,,0,,,1,1,1,3,2,1,1,6,3,1,1,3,4,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,4,1,1,1,2,14,3,46,1,"TEFF",7,0,,,0,,,0,,,1,1,3,10,2,1,3,8,3,1,3,10,4,1,3,10,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,5,1,1,1,2,14,3,46,1,"BARLEY",1,0,,,0,,,0,,,1,0,0,0,2,1,1,4,3,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,6,2,1,1,2,14,3,46,1,"MAIZE",2,0,,,0,,,0,,,1,0,0,0,2,1,1,10,3,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,2,1,,1,1,2,14,3,46,1,"TEFF",7,0,,,0,,,0,,,1,1,2,9,2,1,2,9,3,1,2,9,4,1,2,9,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,3,1,1,1,1,2,14,3,46,1,"MILLET",3,0,,,0,,,0,,,1,1,4,10,2,1,4,8,3,1,4,10,4,1,4,10,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,4,1,1,1,1,2,14,3,46,1,"SORGHUM",6,0,,,0,,,0,,,1,1,2,6,2,0,0,0,3,0,0,0,4,1,2,6,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,5,1,2,1,1,2,14,3,46,1,"MILLET",3,0,,,0,,,0,,,1,1,1,11,2,0,0,0,3,1,1,11,4,1,1,11,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,6,1,3,1,1,2,14,3,46,1,"MILLET",3,0,,,0,,,0,,,1,1,3,8,2,0,0,0,3,1,3,8,4,1,3,8,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,7,1,3,1,1,2,14,3,46,1,"TEFF",7,0,,,0,,,0,,,1,1,4,9,2,1,4,8,3,1,4,8,4,1,4,8,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,7,2,4,1,1,2,14,3,46,1,"MILLET",3,0,,,0,,,0,,,1,1,2,10,2,0,0,0,3,0,0,0,4,1,2,10,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,8,1,4,1,1,2,14,3,46,1,"TEFF",7,0,,,0,,,0,,,1,1,3,8,2,1,3,8,3,1,3,8,4,1,3,8,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,9,1,1,1,1,2,14,3,46,1,"CHICK PEAS",11,0,,,0,,,0,,,1,1,2,9,2,0,0,0,3,0,0,0,4,1,2,9,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,9,2,2,1,1,2,14,3,46,1,"SORGHUM",6,0,,,0,,,0,,,1,1,1,5,2,0,0,0,3,0,0,0,4,1,1,5,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,2,1,1,1,2,14,3,61,1,"MAIZE",2,0,,,0,,,0,,,1,1,3,8,2,1,3,8,3,1,3,8,4,1,3,8,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,3,1,1,1,2,14,3,61,1,"RED PEPPER",38,0,,,0,,,0,,,1,0,0,0,2,1,4,8,3,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,4,1,1,1,2,14,3,61,1,"BARLEY",1,0,,,0,,,0,,,1,0,0,0,2,1,1,9,3,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,5,2,1,1,2,14,3,61,1,"MAIZE",2,0,,,0,,,0,,,1,0,0,0,2,1,1,9,3,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,6,2,1,1,2,14,3,61,1,"BARLEY",1,0,,,0,,,0,,,1,0,0,0,2,1,1,6,3,0,0,0,4,0,0,0,,,,,,,,,,,,,,,,,0,,0,,0,
