"holder_id","household_id","ea_id","rural","pw","parcel_id","field_id","saq01","saq02","saq03","saq04","saq05","saq06","pp_saq07","pp_rcq02_a","pp_rcq02_b","pp_rcq03_a","pp_rcq03_b","pp_rcq04","pp_rcq05","pp_rcq06_a","pp_rcq06_b","pp_rcq07_a","pp_rcq07_b","pp_rcq08","pp_rcq09"
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,1,3,1,1,1,16,1,116,1,,,,,,,,,,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,1,4,1,1,1,16,1,116,1,149,80,2,61,,,,,,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,2,1,1,1,1,16,1,116,1,,,,,,,,,,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,2,2,1,1,1,16,1,116,1,,,,,,,,,,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,3,1,1,1,1,16,1,116,1,,,,,,,,,,,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,4,1,1,1,1,16,1,116,1,3203,1,2,75,3,225,17,38,4,5,,
"0101010160111601","01010101601116","01010101601",1,2236.13452148438,4,2,1,1,1,16,1,116,1,4619,84,2,21,,,,,,,,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,1,1,1,1,1,16,1,131,1,13,32,1,33,,,,,,,,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,1,2,1,1,1,16,1,131,1,,,,,,,,,,,,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,1,3,1,1,1,16,1,131,1,,,,,,,,,,,,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,2,4,1,1,1,16,1,131,1,,,,,,,,,,,,
"0101010160113101","01010101601131","01010101601",1,2236.13452148438,3,1,1,1,1,16,1,131,1,,,,,,,,,,,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,1,1,1,1,16,1,146,1,,,,,,,,,,,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,2,1,1,1,16,1,146,1,245,77,2,95,2,234,4,9,3,2,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,3,1,1,1,16,1,146,1,,,,,,,,,,,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,4,1,1,1,16,1,146,1,,,,,,,,,,,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,5,1,1,1,16,1,146,1,45,59,2,6,,,,,,,,
"0101010160114601","01010101601146","01010101601",1,2236.13452148438,1,6,1,1,1,16,1,146,1,28,31,3,17,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,1,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,1,1,1412,24,1,41,6,40,7,0,40,,3,31
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,2,2,1,1,2,14,3,1,1,819,64,1,39,3,273,7,,55,,1,24
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,7,1,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,7,2,1,1,2,14,3,1,1,321,62,1,64,9,48,17,,27,,8,8
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,8,1,1,1,2,14,3,1,1,,,,,,,,,,,,
"0101020140300101","01010201403001","01010201403",1,2607.7529296875,9,1,1,1,2,14,3,1,1,5136,23,0,94,6,179,14,,46,,6,22
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,1,1,1,2,14,3,11,1,,,,,,,,,,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,11,1,,,,,,,,,,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,11,1,,,,,,,,,,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,11,1,98,99,0,80,2,140,2,,20,,2,8
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,11,1,,,,,,,,,,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,6,1,1,2,14,3,11,1,,,,,,,,,,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,1,7,1,1,2,14,3,11,1,119,81,2,93,2,120,8,,20,,1,6
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,11,1,,,,,,,,,,,,
"0101020140301101","01010201403011","01010201403",1,2607.7529296875,2,2,1,1,2,14,3,11,1,,,,,,,,,,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,1,1,1,2,14,3,16,1,,,,,,,,,,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,16,1,4584,99,3,8,19,130,8,,21,,6,4
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,16,1,,,,,,,,,,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,16,1,,,,,,,,,,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,16,1,,,,,,,,,,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,16,1,,,,,,,,,,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,16,1,,,,,,,,,,,,
"0101020140301601","01010201403016","01010201403",1,2607.7529296875,3,2,1,1,2,14,3,16,1,,,,,,,,,,,,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,1,1,1,2,14,3,26,1,,,,,,,,,,,,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,26,1,,,,,,,,,,,,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,26,1,,,,,,,,,,,,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,26,1,777,17,2,79,3,289,9,,60,,20,5
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,26,1,,,,,,,,,,,,
"0101020140302601","01010201403026","01010201403",1,2607.7529296875,1,6,1,1,2,14,3,26,1,364,89,1,31,1,18,9,,13,,7,3
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,1,1,1,1,2,14,3,31,1,,,,,,,,,,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,31,1,,,,,,,,,,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,31,1,,,,,,,,,,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,31,1,,,,,,,,,,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,31,1,,,,,,,,,,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,31,1,,,,,,,,,,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,31,1,,,,,,,,,,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,31,1,,,,,,,,,,,,
"0101020140303101","01010201403031","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,31,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,1,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,46,1,83,30,2,63,2,204,7,,10,,3,4
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,1,6,1,1,2,14,3,46,1,4879,24,1,29,12,341,15,,25,,8,10
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,7,1,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,7,2,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,8,1,1,1,2,14,3,46,1,5319,8,2,6,4,220,10,,14,,3,6
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,9,1,1,1,2,14,3,46,1,229,7,1,80,2,88,5,,11,,1,5
"0101020140304601","01010201403046","01010201403",1,2607.7529296875,9,2,1,1,2,14,3,46,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,1,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,61,1,84,57,1,85,3,248,4,,15,,2,4
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,5,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,1,6,1,1,2,14,3,61,1,118,63,0,31,2,245,3,,20,,1,1
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,2,2,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,3,2,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,3,3,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,6,2,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,6,3,1,1,2,14,3,61,1,120,58,2,7,3,315,10,,10,10,1,3
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,7,1,1,1,2,14,3,61,1,814,92,2,76,4,10,8,,50,,6,34
"0101020140306101","01010201403061","01010201403",1,2607.7529296875,7,2,1,1,2,14,3,61,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,1,1,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,1,4,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,2,2,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,7,1,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,8,1,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140309101","01010201403091","01010201403",1,2607.7529296875,8,2,1,1,2,14,3,91,1,,,,,,,,,,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,1,1,1,1,2,14,3,106,1,,,,,,,,,,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,106,1,,,,,,,,,,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,106,1,1964,89,2,4,7,60,34,,36,,13,12
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,3,1,1,1,2,14,3,106,1,1261,13,1,8,2,196,33,,42,,19,7
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,4,1,1,1,2,14,3,106,1,,,,,,,,,,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,4,2,1,1,2,14,3,106,1,,,,,,,,,,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,5,1,1,1,2,14,3,106,1,,,,,,,,,,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,5,2,1,1,2,14,3,106,1,,,,,,,,,,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,6,1,1,1,2,14,3,106,1,,,,,,,,,,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,6,2,1,1,2,14,3,106,1,,,,,,,,,,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,7,1,1,1,2,14,3,106,1,,,,,,,,,,,,
"0101020140310601","01010201403106","01010201403",1,2607.7529296875,8,1,1,1,2,14,3,106,1,,,,,,,,,,,,
"0101020140313601","01010201403136","01010201403",1,2607.7529296875,1,1,1,1,2,14,3,136,1,,,,,,,,,,,,
"0101020140313601","01010201403136","01010201403",1,2607.7529296875,1,2,1,1,2,14,3,136,1,,,,,,,,,,,,
"0101020140313601","01010201403136","01010201403",1,2607.7529296875,1,3,1,1,2,14,3,136,1,,,,,,,,,,,,
"0101020140313601","01010201403136","01010201403",1,2607.7529296875,2,1,1,1,2,14,3,136,1,,,,,,,,,,,,
"0101030010605201","01010300106052","01010300106",0,768.159851074219,1,1,1,1,3,1,6,52,1,140,,0,,,,,,,,,
"0101030010605201","01010300106052","01010300106",0,768.159851074219,1,2,1,1,3,1,6,52,1,50,72,0,72,0,72,1,5,4,20,8,65
"0101030010605201","01010300106052","01010300106",0,768.159851074219,1,3,1,1,3,1,6,52,1,3,75,4,21,,,,,,,,
"0101030010605201","01010300106052","01010300106",0,768.159851074219,1,4,1,1,3,1,6,52,1,3,75,4,21,,,,,,,,
"0101030010605201","01010300106052","01010300106",0,768.159851074219,1,5,1,1,3,1,6,52,1,3,75,4,21,,,,,,,,
"0101030010607601","01010300106076","01010300106",0,768.159851074219,1,1,1,1,3,1,6,76,1,83,68,3,69,,,,,,,,
"0101030010607601","01010300106076","01010300106",0,768.159851074219,1,2,1,1,3,1,6,76,1,20,11,2,32,,,,,,,,
"0101030010611201","01010300106112","01010300106",0,768.159851074219,1,1,1,1,3,1,6,112,1,51,59,3,91,,,,,,,,
"0101030010613601","01010300106136","01010300106",0,768.159851074219,1,1,1,1,3,1,6,136,1,387,35,1,25,,,,,,,,
"0101030010613601","01010300106136","01010300106",0,768.159851074219,1,2,1,1,3,1,6,136,1,185,78,1,38,5,285,5,95,14,70,3,6
"0101030010613601","01010300106136","01010300106",0,768.159851074219,2,1,1,1,3,1,6,136,1,,,,,,,,,,,,
"0101030010613601","01010300106136","01010300106",0,768.159851074219,2,2,1,1,3,1,6,136,1,,,,,,,,,,,,
"0101030010613601","01010300106136","01010300106",0,768.159851074219,2,3,1,1,3,1,6,136,1,,,,,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,1,1,1,3,18,4,4,1,42,24,4,91,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,2,1,1,3,18,4,4,1,12,26,3,51,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,3,1,1,3,18,4,4,1,6,57,1,33,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,4,1,,,,,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,4,1,,,,,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,4,1,12,51,2,31,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,7,1,1,3,18,4,4,1,279,91,1,93,3,175,13,,16,,3,15
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,8,1,1,3,18,4,4,1,311,69,1,74,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,9,1,1,3,18,4,4,1,276,53,3,68,4,10,11,,22,,3,17
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,10,1,1,3,18,4,4,1,,,,,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,1,11,1,1,3,18,4,4,1,,,,,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,4,1,,,,,,,,,,,,
"0101030180400401","01010301804004","01010301804",1,3901.22436523438,2,2,1,1,3,18,4,4,1,,,,,,,,,,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,1,1,1,3,18,4,19,1,65,24,4,78,,,,,,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,2,1,1,3,18,4,19,1,46,88,3,79,,,,,,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,3,1,1,3,18,4,19,1,,,,,,,,,,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,19,1,37,81,0,85,,,,,,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,19,1,20,48,3,34,,,,,,,,
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,19,1,2213,95,4,63,7,150,16,,54,,13,41
"0101030180401901","01010301804019","01010301804",1,3901.22436523438,3,1,1,1,3,18,4,19,1,,,,,,,,,,,,
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,1,1,1,3,18,4,34,1,86,9,2,46,,,,,,,,
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,2,1,1,3,18,4,34,1,,,,,,,,,,,,
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,3,1,1,3,18,4,34,1,23,7,3,48,,,,,,,,
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,34,1,187,58,1,53,5,60,6,,30,,4,10
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,34,1,,,,,,,,,,,,
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,34,1,,,,,,,,,,,,
"0101030180403401","01010301804034","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,34,1,1663,61,2,68,5,260,11,,28,,7,16
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,1,1,1,1,3,18,4,49,1,44,28,2,33,,,,,,,,
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,1,2,1,1,3,18,4,49,1,38,72,4,15,,,,,,,,
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,1,3,1,1,3,18,4,49,1,6,55,2,72,,,,,,,,
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,49,1,,,,,,,,,,,,
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,49,1,61,36,2,84,,,,,,,,
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,49,1,84,91,1,90,,,,,,,,
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,49,1,532,34,2,32,6,50,6,,7,,6,6
"0101030180404901","01010301804049","01010301804",1,3901.22436523438,3,1,1,1,3,18,4,49,1,,,,,,,,,,,,
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,1,1,1,1,3,18,4,69,1,54,12,4,94,,,,,,,,
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,1,2,1,1,3,18,4,69,1,6,29,4,96,,,,,,,,
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,1,3,1,1,3,18,4,69,1,,,,,,,,,,,,
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,1,4,1,1,3,18,4,69,1,,,,,,,,,,,,
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,1,5,1,1,3,18,4,69,1,301,38,0,83,4,300,4,,10,,4,8
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,1,6,1,1,3,18,4,69,1,16,16,3,81,,,,,,,,
"0101030180406901","01010301804069","01010301804",1,3901.22436523438,2,1,1,1,3,18,4,69,1,,,,,,,,,,,,
"0101030180408501","01010301804085","01010301804",1,3901.22436523438,1,1,1,1,3,18,4,85,1,104,17,1,21,,,,,,,,
